Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2011,26,1395,79,1222,63,H,0,29,64,4,14,17,26,13,25,11,12,8,2,22,21,52,8,19,13,25,9,25,11,19,2,2,21
2011,26,1400,62,1349,59,H,0,20,49,11,25,11,18,12,20,15,7,1,3,13,21,51,6,15,11,16,9,18,10,6,4,1,12
2011,26,1413,80,1370,58,H,0,25,48,7,18,23,29,5,30,18,14,4,8,17,20,65,5,22,13,21,18,20,9,15,2,0,24
2011,26,1414,77,1265,56,A,0,24,53,8,17,21,30,9,31,14,15,12,1,20,20,57,6,26,10,16,9,24,11,17,5,2,22
2011,26,1416,84,1106,48,H,0,30,53,7,18,17,24,8,34,22,12,10,3,14,20,58,8,18,0,5,8,19,14,16,6,3,20
2011,26,1429,56,1318,54,H,0,19,50,3,18,15,24,9,25,12,5,4,6,17,18,47,9,16,9,15,8,28,11,12,2,1,19
2011,26,1431,65,1276,56,N,0,28,55,3,14,6,9,8,32,20,16,4,5,23,16,53,5,29,19,26,10,21,5,12,5,2,15
2011,26,1434,68,1394,62,N,0,21,44,3,13,23,28,9,19,10,11,9,2,19,23,55,5,17,11,17,19,19,13,16,6,2,22
2011,26,1435,86,1111,73,H,0,34,66,9,22,9,12,14,23,20,12,3,6,19,26,55,7,15,14,23,10,20,11,12,8,2,14
2011,26,1436,69,1312,50,H,0,25,57,8,16,11,13,12,30,17,13,3,3,9,21,56,4,16,4,8,6,21,10,8,3,3,15
2011,26,1451,82,1179,81,N,0,26,49,10,18,20,26,8,17,16,11,7,2,16,31,54,11,20,8,13,9,19,18,13,4,3,19
2011,26,1452,82,1440,66,N,0,31,65,3,13,17,22,11,35,21,13,1,4,14,23,68,9,34,11,16,10,28,9,10,6,3,21
2011,26,1453,71,1295,69,H,0,28,57,2,10,13,20,8,22,9,9,4,7,17,27,56,3,11,12,18,10,26,15,14,4,1,20
2011,26,1456,57,1273,52,H,0,16,42,7,18,18,25,6,31,12,16,3,2,13,19,56,11,30,3,5,7,24,15,11,10,4,23
2011,26,1462,94,1459,90,H,3,30,61,4,12,30,40,17,32,16,17,2,11,22,34,73,6,18,16,20,10,19,25,11,7,3,30
2011,26,1463,87,1119,79,H,0,25,46,5,14,32,40,9,28,17,14,2,2,22,24,56,14,25,17,23,8,17,17,10,8,0,27
2011,26,1464,91,1384,63,H,0,30,58,10,20,21,28,12,26,21,15,10,8,15,26,64,2,13,9,11,13,20,15,20,8,1,25
2011,27,1107,56,1132,55,N,0,22,65,8,33,4,11,18,24,14,10,9,0,10,23,54,4,21,5,10,9,30,12,11,6,3,14
2011,27,1130,68,1143,46,N,0,24,49,10,24,10,16,6,25,15,11,11,1,13,17,48,7,20,5,10,7,21,11,15,4,2,16
2011,27,1162,64,1110,62,A,0,21,60,7,23,15,23,17,18,8,9,8,0,16,24,49,5,10,9,10,5,26,11,15,2,6,20
2011,27,1178,96,1310,77,H,0,31,64,3,6,31,41,16,39,15,17,10,13,17,28,80,9,32,12,19,15,22,6,16,11,7,26
2011,27,1180,79,1127,39,H,0,29,56,11,22,10,13,13,26,21,6,6,3,14,15,45,4,17,5,6,4,16,7,12,1,2,12
2011,27,1196,55,1199,51,A,0,16,42,6,16,17,25,10,25,8,17,7,4,14,19,55,7,17,6,11,14,18,12,14,9,3,20
2011,27,1205,78,1273,65,N,0,22,47,7,18,27,37,11,27,13,18,8,3,19,23,55,6,15,13,19,8,17,12,13,4,3,28
2011,27,1208,61,1264,58,N,0,27,69,1,12,6,11,22,28,15,17,6,10,12,21,58,4,11,12,15,9,24,10,16,10,5,13
2011,27,1214,70,1219,64,A,0,19,50,4,11,28,38,9,29,7,10,4,7,24,19,49,6,12,20,25,5,26,12,12,7,7,26
2011,27,1217,82,1160,66,H,0,25,49,10,23,22,26,11,20,22,16,6,6,23,19,49,2,9,26,32,13,15,5,15,7,0,21
2011,27,1227,63,1405,62,H,0,24,51,5,17,10,13,16,21,17,12,1,4,19,20,45,5,12,17,23,9,11,10,8,8,0,16
2011,27,1229,60,1240,47,H,0,21,50,5,10,13,22,12,21,7,7,6,1,13,17,45,2,13,11,15,10,22,4,14,3,2,17
2011,27,1250,88,1136,68,H,0,32,59,6,17,18,23,7,25,21,13,13,6,19,25,54,5,15,13,21,8,22,13,19,6,2,22
2011,27,1261,80,1375,65,A,0,25,47,12,17,18,28,9,29,14,14,5,3,24,18,54,6,16,23,31,12,17,10,9,4,7,24
2011,27,1277,73,1399,55,H,0,27,55,10,24,9,16,8,30,22,17,6,4,15,20,54,4,9,11,16,8,25,5,16,9,1,17
2011,27,1281,91,1115,63,H,0,32,58,7,11,20,26,10,23,16,17,13,6,20,21,51,6,12,15,25,13,19,14,26,12,3,18
2011,27,1287,83,1188,64,A,0,27,52,4,8,25,35,14,26,16,15,12,3,20,20,48,4,15,20,31,9,17,12,16,6,5,26
2011,27,1307,75,1360,46,H,0,25,50,8,17,17,24,9,28,18,14,12,3,14,20,54,3,18,3,6,6,20,10,17,4,1,19
2011,27,1314,74,1158,69,H,0,28,60,2,8,16,27,15,28,15,14,5,4,14,27,71,9,30,6,12,19,23,10,14,4,3,20
2011,27,1319,88,1337,74,A,0,37,69,8,14,6,8,12,27,28,6,5,6,17,26,63,8,23,14,18,13,21,14,7,3,8,10
2011,27,1321,65,1166,52,H,0,24,49,7,20,10,17,5,27,12,11,8,3,15,19,51,4,21,10,15,8,25,12,12,3,3,16
2011,27,1323,58,1458,51,N,0,17,48,4,14,20,25,13,30,7,9,1,3,8,20,57,7,23,4,4,6,22,14,4,5,5,22
2011,27,1329,66,1293,49,N,0,23,47,8,16,12,19,9,24,11,11,2,2,16,19,50,4,15,7,11,9,19,10,12,3,2,16
2011,27,1336,70,1202,49,H,0,26,48,12,19,6,9,9,24,16,14,9,2,12,18,48,9,20,4,5,6,13,8,13,6,0,15
2011,27,1343,86,1373,77,H,1,27,58,7,17,25,31,6,31,14,11,5,6,21,27,70,5,20,18,29,18,30,11,13,4,5,21
2011,27,1363,80,1415,77,H,0,25,57,8,22,22,24,8,21,15,10,6,2,16,29,62,6,16,13,18,13,24,17,16,7,7,22
2011,27,1374,76,1146,72,H,0,27,50,5,16,17,20,9,23,10,13,7,2,10,28,58,12,26,4,8,9,15,17,11,10,2,18
2011,27,1377,79,1419,66,N,0,27,60,10,24,15,18,12,26,15,11,7,0,15,25,60,6,23,10,17,11,21,9,11,5,4,18
2011,27,1390,81,1177,74,N,1,28,49,5,12,20,29,8,32,14,19,2,5,14,27,61,7,16,13,17,4,18,13,12,4,2,25
2011,27,1401,54,1396,51,N,0,17,51,2,11,18,27,16,29,6,14,4,2,19,15,48,4,16,17,23,8,22,9,10,5,4,24
2011,27,1409,80,1169,63,N,0,27,54,8,17,18,24,11,26,14,17,5,2,25,22,50,4,14,15,25,7,19,9,18,4,2,24
2011,27,1424,71,1439,59,N,0,31,58,4,17,5,11,11,18,19,9,5,1,22,20,41,10,16,9,21,10,18,11,18,4,3,17
2011,27,1441,64,1456,39,A,0,25,57,7,15,7,10,12,22,13,9,13,3,15,14,38,3,16,8,11,4,22,9,19,3,4,13
2011,28,1124,90,1341,45,H,0,35,70,6,20,14,26,14,32,19,5,11,8,14,15,59,3,17,12,14,14,28,9,19,4,2,19
2011,28,1125,87,1398,72,A,0,25,49,11,26,26,27,10,22,17,20,4,4,20,23,53,9,22,17,18,8,15,11,17,8,3,23
2011,28,1129,80,1296,51,A,0,28,49,4,9,20,27,11,27,13,14,13,5,17,16,53,4,17,15,19,13,13,8,15,5,3,21
2011,28,1156,58,1352,53,H,0,21,47,5,16,11,16,11,13,7,12,11,3,13,19,48,6,12,9,14,18,18,11,19,11,3,18
2011,28,1172,69,1284,53,H,0,24,54,8,21,13,17,14,20,16,15,5,6,16,19,53,5,13,10,16,15,18,7,16,5,1,19
2011,28,1192,83,1255,78,A,0,29,52,5,8,20,33,11,33,15,19,5,2,17,27,70,9,27,15,25,17,20,16,9,9,3,22
2011,28,1220,58,1351,48,A,0,22,54,4,11,10,14,10,26,10,10,7,5,10,20,59,6,28,2,4,14,24,10,16,5,3,16
2011,28,1247,65,1175,61,H,0,27,51,4,11,7,8,11,17,19,12,4,1,10,21,44,9,15,10,15,9,13,15,12,10,3,12
2011,28,1259,73,1288,67,A,0,21,53,7,22,24,31,9,27,12,14,7,1,24,22,59,1,12,22,31,14,29,9,13,4,3,20
2011,28,1267,88,1198,79,H,0,26,57,6,15,30,43,18,16,12,13,8,3,21,30,56,4,15,15,22,10,20,10,16,8,3,30
2011,28,1298,81,1291,68,A,0,25,55,9,25,22,31,11,17,16,11,10,3,25,20,52,4,20,24,31,17,25,14,20,5,3,23
2011,28,1299,82,1422,70,A,0,27,53,7,17,21,30,9,25,11,16,11,3,12,27,71,9,27,7,10,17,24,11,15,12,4,24
2011,28,1344,92,1148,57,H,0,35,68,8,21,14,15,16,24,15,10,10,7,14,23,57,3,18,8,12,13,18,12,19,6,2,14
2011,28,1346,75,1263,67,H,0,24,63,5,12,22,28,19,24,14,13,6,3,18,19,50,5,10,24,29,9,21,7,15,6,7,24
2011,28,1367,93,1421,91,H,2,31,71,8,32,23,29,16,26,13,20,10,7,26,27,68,8,21,29,37,19,27,14,19,10,2,26
2011,28,1370,72,1286,70,H,0,26,67,6,18,14,22,21,25,14,14,8,1,18,26,57,12,29,6,12,9,26,16,16,6,5,22
2011,28,1371,69,1389,49,H,0,27,67,7,27,8,17,16,25,16,5,4,2,19,17,50,1,10,14,18,9,29,7,15,1,6,18
2011,28,1395,81,1425,69,H,0,30,59,5,19,16,20,11,29,15,13,6,3,23,27,60,4,17,11,23,12,21,15,10,7,1,19
2011,28,1412,78,1407,57,A,0,30,59,12,28,6,9,9,34,19,9,2,2,11,22,60,8,25,5,8,5,21,8,5,3,1,9
2011,28,1423,73,1203,69,A,0,29,59,12,22,3,4,13,25,20,17,5,2,17,25,65,11,27,8,11,17,18,19,12,6,6,14
2011,28,1438,87,1278,79,A,0,26,55,10,13,25,30,11,25,19,11,5,1,18,29,58,9,22,12,20,10,21,15,11,7,7,22
2011,28,1447,77,1137,73,A,0,26,47,7,12,18,20,5,23,18,13,7,4,23,22,51,6,15,23,31,11,15,16,11,6,2,17
2011,28,1455,71,1282,52,H,0,26,47,5,13,14,24,5,26,21,11,5,3,13,21,53,5,21,5,11,10,20,5,17,6,2,20
2011,29,1145,55,1127,45,A,0,20,50,7,12,8,12,14,23,11,19,8,4,15,14,46,3,18,14,18,10,18,8,17,8,3,18
2011,29,1160,83,1410,64,H,0,32,59,9,15,10,13,15,19,24,15,13,4,14,21,50,11,26,11,13,11,13,12,21,10,3,16
2011,29,1163,62,1306,55,H,0,19,50,3,10,21,26,12,26,7,12,7,13,11,22,64,8,16,3,6,18,21,10,13,6,2,22
2011,29,1194,61,1280,59,A,0,23,54,3,11,12,18,12,23,7,4,2,5,19,22,53,3,16,12,18,12,23,7,5,2,6,17
2011,29,1207,111,1281,102,N,1,39,69,15,32,18,18,12,24,23,18,6,3,27,36,64,7,18,23,31,8,17,17,12,14,2,18
2011,29,1211,86,1186,57,H,0,33,57,11,16,9,14,5,32,22,16,14,5,14,21,62,8,24,7,18,16,20,10,21,9,3,14
2011,29,1214,60,1209,56,H,1,15,45,4,17,26,39,10,25,8,12,9,4,17,22,57,3,15,9,20,15,26,10,18,2,4,26
2011,29,1228,79,1314,67,H,0,32,63,8,12,7,9,9,26,19,14,10,2,17,27,58,5,15,8,17,10,24,15,18,6,1,15
2011,29,1233,73,1313,64,A,0,25,58,5,17,18,25,13,22,14,15,9,0,21,19,44,5,15,21,30,5,26,11,21,5,9,22
2011,29,1246,91,1131,57,H,0,32,54,10,16,17,24,11,30,21,13,5,10,15,18,63,8,22,13,17,17,14,8,14,3,0,16
2011,29,1261,73,1222,57,H,0,26,52,5,14,16,21,14,21,14,17,10,5,16,23,58,6,16,5,12,18,14,6,19,6,3,20
2011,29,1274,86,1279,73,H,0,30,60,8,19,18,27,14,27,17,13,6,1,12,27,63,9,24,10,14,10,20,12,7,4,3,20
2011,29,1276,69,1155,61,A,0,22,49,6,20,19,28,9,26,13,14,6,1,18,23,63,7,29,8,13,14,24,9,11,5,4,21
2011,29,1285,75,1168,67,H,0,23,58,1,13,28,42,18,27,17,12,10,11,21,23,63,5,16,16,23,17,27,11,17,6,1,30
2011,29,1317,87,1426,83,H,0,24,54,12,24,27,34,13,33,14,15,1,5,13,32,79,12,37,7,10,16,21,16,5,8,2,25
2011,29,1319,81,1167,77,A,0,30,57,8,18,13,19,11,27,16,13,4,4,20,29,71,5,17,14,18,18,18,16,7,8,1,18
2011,29,1321,91,1210,71,H,0,31,48,12,19,17,30,6,26,20,15,6,3,18,26,59,6,22,13,19,10,18,14,14,7,3,29
2011,29,1322,82,1147,55,H,0,29,60,6,17,18,35,18,21,18,12,18,14,21,20,52,3,11,12,22,16,22,9,21,6,3,21
2011,29,1323,81,1232,72,H,0,28,52,9,20,16,22,9,27,21,12,4,5,16,27,61,4,15,14,18,10,17,14,7,7,4,22
2011,29,1326,58,1199,44,A,0,19,59,4,20,16,21,17,25,6,15,11,4,15,17,48,3,17,7,10,7,26,6,22,8,10,17
2011,29,1335,71,1420,59,H,0,19,36,5,14,28,36,3,21,11,17,9,2,14,20,48,7,23,12,12,6,16,15,20,6,0,25
2011,29,1339,69,1387,60,H,0,28,47,2,4,11,15,7,24,21,15,2,2,13,24,52,6,18,6,17,8,15,16,11,9,2,17
2011,29,1343,82,1248,64,A,0,30,49,9,17,13,17,7,22,21,15,10,4,23,22,55,6,22,14,19,16,14,13,19,7,3,19
2011,29,1355,82,1305,65,H,0,26,60,6,18,24,34,14,22,13,8,11,2,20,23,47,6,15,13,21,8,27,10,22,2,4,26
2011,29,1391,69,1366,64,H,0,23,40,4,12,19,33,8,21,11,17,6,2,21,24,53,3,16,13,23,12,16,9,13,7,2,26
2011,29,1393,78,1165,58,H,0,29,58,6,22,14,21,15,33,19,20,12,6,11,20,59,7,29,11,15,8,19,15,14,13,3,20
2011,29,1397,86,1292,56,H,0,26,52,11,24,23,34,16,25,18,17,9,6,19,20,49,5,10,11,16,8,13,9,19,11,4,26
2011,29,1403,86,1331,82,H,0,27,63,4,11,28,34,15,26,14,12,5,4,22,32,63,6,16,12,22,10,23,11,13,6,2,29
2011,29,1408,84,1106,69,H,0,24,50,8,17,28,36,13,18,14,17,10,1,24,27,45,5,12,10,22,10,17,18,23,8,5,34
2011,29,1427,72,1363,63,H,0,25,60,5,21,17,26,11,27,11,11,8,1,15,24,63,7,19,8,14,15,30,11,18,7,1,22
2011,29,1428,76,1201,63,H,0,25,67,4,18,22,26,20,28,7,13,8,3,22,19,49,6,21,19,30,9,24,9,19,5,12,23
2011,29,1431,74,1308,72,A,0,27,54,7,16,13,21,6,23,14,14,4,3,18,25,61,7,18,15,26,17,25,9,12,8,5,17
2011,29,1441,66,1133,65,H,0,20,54,7,21,19,23,16,28,15,16,4,5,19,23,53,5,14,14,20,6,21,12,10,8,1,21
2011,29,1448,76,1234,73,H,0,24,46,8,17,20,25,2,26,14,16,5,11,18,31,71,4,19,7,10,17,21,15,15,10,2,21
2011,29,1449,102,1253,75,H,0,41,67,14,26,6,10,10,26,24,15,10,7,22,26,61,8,19,15,25,14,16,14,18,7,2,14
2011,29,1450,84,1170,36,H,0,33,63,8,20,10,21,11,31,20,8,13,2,18,15,47,1,15,5,14,7,24,7,22,5,1,19
2011,29,1463,81,1216,76,H,0,23,45,12,20,23,32,3,23,20,14,3,3,22,24,58,6,27,22,26,12,22,7,18,5,0,30
2011,30,1103,77,1178,69,A,0,30,61,7,17,10,13,7,20,14,10,13,3,20,25,56,7,15,12,16,14,25,14,20,4,4,17
2011,30,1104,72,1375,50,H,0,28,52,4,10,12,20,12,28,15,22,10,8,16,20,62,2,14,8,15,17,18,8,19,9,3,14
2011,30,1112,84,1349,57,A,0,30,53,11,26,13,14,9,27,16,14,5,4,26,18,48,2,11,19,29,11,14,11,13,5,0,15
2011,30,1116,84,1328,74,H,0,28,55,5,11,23,26,6,17,11,12,11,8,17,29,62,7,20,9,12,18,24,16,22,4,5,22
2011,30,1130,88,1231,76,H,0,28,55,10,24,22,28,14,18,17,6,5,1,16,28,55,7,22,13,20,14,13,15,10,4,2,20
2011,30,1137,73,1162,68,H,0,22,62,6,12,23,27,12,23,14,4,6,2,15,23,54,8,25,14,18,11,25,13,14,1,3,23
2011,30,1138,56,1119,54,A,0,20,47,6,15,10,18,13,23,9,23,6,10,24,13,55,6,17,22,30,23,20,7,18,8,2,16
2011,30,1139,65,1260,63,A,0,24,51,9,18,8,10,11,23,14,11,2,3,17,23,56,5,18,12,18,14,18,13,6,3,6,9
2011,30,1140,77,1166,65,A,0,31,65,7,19,8,14,14,29,16,6,7,6,14,24,61,7,25,10,12,10,23,13,7,4,3,15
2011,30,1142,54,1218,53,H,0,18,54,5,25,13,18,10,14,13,13,8,0,17,18,35,5,14,12,17,6,28,10,27,7,6,16
2011,30,1143,74,1413,62,H,0,29,54,6,17,10,15,9,22,20,13,8,0,18,23,47,3,12,13,15,3,18,15,13,3,1,17
2011,30,1153,77,1460,69,H,0,28,55,8,19,13,19,10,17,18,8,7,5,12,26,52,8,16,9,12,9,19,8,15,3,1,18
2011,30,1161,78,1179,67,H,0,28,56,9,20,13,18,11,28,18,14,5,2,23,25,57,5,14,12,20,9,20,8,11,5,3,16
2011,30,1180,62,1386,50,H,0,23,55,2,11,14,25,17,29,16,14,5,4,14,21,52,1,6,7,11,4,19,8,12,4,8,18
2011,30,1181,84,1277,79,H,0,25,53,7,16,27,38,11,20,13,15,11,4,16,31,63,9,17,8,15,16,21,16,20,7,6,25
2011,30,1187,62,1150,61,H,0,24,57,9,24,5,9,11,25,12,7,3,3,16,22,57,8,24,9,13,14,24,11,6,3,2,12
2011,30,1190,73,1173,68,A,0,23,48,9,22,18,33,8,31,15,15,6,4,18,22,66,13,38,11,16,15,26,17,12,5,1,23
2011,30,1202,80,1189,65,H,0,27,55,4,17,22,34,12,28,17,9,5,4,22,21,50,7,18,16,22,4,23,13,12,3,0,28
2011,30,1206,60,1203,46,H,0,16,42,5,16,23,33,7,29,9,9,8,2,14,19,61,3,19,5,9,15,24,6,13,2,1,26
2011,30,1217,80,1200,57,H,0,28,57,15,27,9,11,10,24,21,9,2,4,19,22,53,4,17,9,18,10,21,10,11,4,2,16
2011,30,1241,88,1255,78,A,0,33,61,8,18,14,19,9,23,17,16,6,2,12,31,63,8,20,8,12,11,23,14,18,6,1,22
2011,30,1250,79,1392,76,A,1,27,60,7,21,18,20,13,29,14,22,7,5,19,28,69,8,20,12,21,16,20,13,16,8,7,19
2011,30,1256,69,1374,64,H,0,23,48,9,16,14,24,10,32,15,22,1,1,20,21,56,8,28,14,16,5,22,9,11,9,0,24
2011,30,1257,92,1198,55,H,0,32,64,10,26,18,28,16,28,20,17,12,10,23,15,53,2,13,23,33,16,20,6,22,11,2,20
2011,30,1268,62,1336,39,A,0,23,47,4,9,12,21,10,34,17,17,7,9,15,14,68,3,27,8,11,20,20,6,12,3,5,16
2011,30,1269,66,1346,64,A,0,25,61,3,16,13,17,10,26,9,11,4,2,20,27,67,1,13,9,25,24,30,13,13,6,4,19
2011,30,1270,69,1418,66,H,0,20,52,5,22,24,35,16,20,5,14,9,2,22,20,40,8,18,18,31,8,25,10,21,5,4,27
2011,30,1272,78,1117,71,H,1,25,58,8,25,20,25,10,27,15,17,10,5,18,26,67,5,18,14,18,14,23,14,15,10,2,23
2011,30,1275,75,1462,64,H,0,25,56,8,21,17,18,9,24,12,11,2,4,24,21,50,2,11,20,23,7,23,7,10,5,2,19
2011,30,1283,80,1114,46,H,0,30,54,5,16,15,20,7,30,19,6,3,3,17,16,49,4,10,10,18,7,20,10,10,1,1,17
2011,30,1304,76,1238,57,H,0,30,50,9,19,7,10,9,20,20,12,7,1,14,18,42,12,22,9,17,9,13,10,16,5,4,14
2011,30,1307,74,1356,59,A,0,25,54,7,16,17,25,13,24,16,13,7,1,22,20,54,6,22,13,20,13,19,15,15,5,2,21
2011,30,1320,60,1235,54,H,0,16,49,8,25,20,23,10,31,7,11,2,2,16,18,54,6,20,12,16,7,23,7,8,5,6,22
2011,30,1329,69,1146,57,H,0,25,57,1,12,18,26,16,32,8,19,7,3,18,19,55,8,20,11,15,7,19,10,16,5,2,25
2011,30,1330,77,1350,70,H,0,28,62,6,13,15,20,15,26,16,13,9,5,10,29,63,11,23,1,1,8,21,16,12,7,7,16
2011,30,1337,70,1334,60,A,0,23,45,6,14,18,25,6,27,13,14,5,5,16,21,54,5,24,13,19,10,17,13,11,3,2,17
2011,30,1338,80,1182,66,N,0,30,62,5,20,15,23,20,36,17,19,4,11,24,25,69,8,25,8,21,17,18,14,10,9,5,22
2011,30,1340,83,1370,76,H,0,26,64,5,18,26,32,21,21,12,19,9,1,13,31,64,6,20,8,12,13,20,12,21,8,1,24
2011,30,1344,77,1318,72,H,0,28,62,5,12,16,21,21,26,10,15,6,10,12,29,65,6,18,8,11,12,15,15,8,11,5,18
2011,30,1345,58,1439,55,A,1,21,58,5,21,11,19,12,22,12,9,4,2,20,19,55,2,14,15,21,12,30,10,13,4,4,18
2011,30,1353,66,1312,54,H,0,22,48,2,10,20,25,9,24,6,14,9,8,15,21,52,4,15,8,11,8,20,13,15,6,2,21
2011,30,1361,69,1388,55,H,0,27,60,5,13,10,15,10,25,10,9,9,10,9,22,56,9,18,2,4,9,26,9,16,5,1,19
2011,30,1364,77,1258,67,H,0,29,47,7,15,12,15,7,19,15,16,10,4,14,24,55,7,18,12,18,13,13,9,16,9,3,15
2011,30,1376,74,1175,61,H,0,29,56,4,12,12,20,13,20,14,15,9,8,13,22,55,4,19,13,14,14,16,9,16,7,2,19
2011,30,1377,80,1461,70,H,0,29,57,9,17,13,20,6,29,20,15,8,1,15,26,59,6,17,12,23,9,26,10,15,10,2,19
2011,30,1378,60,1433,59,H,1,25,65,4,15,6,9,19,26,17,13,8,7,16,21,55,8,22,9,15,11,24,12,11,9,4,16
2011,30,1379,100,1108,71,H,0,32,70,5,17,31,43,22,33,14,10,2,6,29,23,62,2,8,23,37,15,25,8,15,5,4,34
2011,30,1385,69,1447,61,H,0,22,61,3,17,22,36,14,24,9,8,15,3,22,21,50,6,16,13,17,8,36,12,21,3,4,28
2011,30,1395,78,1341,61,H,0,31,60,7,18,9,19,10,31,18,17,5,4,12,24,64,8,23,5,9,10,26,11,18,6,3,17
2011,30,1396,65,1141,53,A,0,25,51,4,14,11,17,13,27,12,12,4,8,10,21,54,7,15,4,7,7,17,11,10,3,2,13
2011,30,1399,78,1188,65,H,0,27,63,5,11,19,29,21,23,16,16,11,3,18,24,52,6,16,11,17,8,22,14,20,7,4,23
2011,30,1400,76,1249,55,H,0,24,53,5,18,23,37,11,37,15,23,7,9,18,18,70,1,9,18,23,19,23,3,21,12,2,24
2011,30,1406,75,1444,73,H,0,30,63,4,11,11,18,14,23,11,14,5,3,11,30,68,6,17,7,10,17,21,20,14,10,2,17
2011,30,1412,59,1240,53,H,0,21,44,3,11,14,18,5,26,6,11,2,5,12,21,61,5,14,6,10,16,20,13,9,5,3,17
2011,30,1414,90,1360,82,A,0,31,57,9,17,19,27,6,26,15,20,14,0,26,30,65,8,27,14,23,15,22,13,19,8,4,23
2011,30,1416,57,1196,54,N,0,21,55,5,19,10,16,9,24,10,9,7,3,16,21,50,2,13,10,18,10,30,12,14,6,4,13
2011,30,1424,82,1229,51,A,0,30,63,5,19,17,22,18,26,13,10,8,2,16,20,55,4,24,7,12,11,19,10,16,2,6,21
2011,30,1429,61,1176,53,A,0,18,33,5,10,20,28,6,27,8,15,0,4,19,16,43,11,22,10,16,3,14,14,8,4,2,24
2011,30,1430,70,1333,68,A,0,24,60,9,21,13,19,17,31,12,24,5,2,23,24,58,5,19,15,26,11,21,14,15,15,3,18
2011,30,1435,82,1443,62,H,0,30,57,11,23,11,14,9,25,23,23,7,4,14,24,60,4,20,10,16,11,21,14,22,12,3,14
2011,30,1436,80,1171,53,H,0,31,59,5,18,13,20,12,33,17,10,4,7,12,20,59,8,18,5,7,7,20,8,12,5,3,19
2011,30,1452,71,1110,50,H,0,26,51,3,13,16,23,16,18,13,11,5,4,12,18,49,3,15,11,15,14,14,9,14,7,0,20
2011,30,1455,91,1152,51,H,0,30,59,10,26,21,25,12,32,21,16,8,5,17,20,61,3,12,8,11,10,21,8,17,7,0,19
2011,30,1456,76,1224,62,H,0,26,51,9,19,15,17,12,28,20,21,2,5,13,21,63,10,23,10,13,16,15,12,14,14,2,18
2011,30,1458,87,1301,48,H,0,28,56,11,20,20,26,14,27,17,6,5,4,11,18,57,4,13,8,13,13,17,9,13,5,1,21
2011,31,1102,72,1169,63,H,0,21,46,8,22,22,30,3,27,17,11,10,5,17,23,68,10,31,7,14,23,26,17,19,5,4,25
2011,31,1122,78,1369,60,A,0,26,52,6,14,20,25,8,19,13,11,7,3,19,23,48,4,16,10,22,10,19,13,17,5,3,23
2011,31,1124,68,1113,54,H,0,24,54,9,19,11,16,14,25,12,16,9,0,10,22,47,8,23,2,9,4,19,12,15,9,2,16
2011,31,1125,89,1273,67,H,0,30,62,9,25,20,24,14,17,21,12,9,4,17,24,48,9,19,10,17,10,19,17,21,10,6,23
2011,31,1151,81,1111,69,H,0,29,60,10,25,13,20,12,30,17,11,2,1,16,25,64,7,31,12,15,10,23,10,8,6,2,19
2011,31,1154,65,1204,52,H,0,28,58,6,21,3,8,15,28,21,10,2,7,18,17,53,3,18,15,22,13,17,7,10,6,3,11
2011,31,1156,83,1453,75,A,0,21,40,10,14,31,38,6,21,10,11,4,5,25,25,57,5,13,20,30,17,17,11,9,4,3,27
2011,31,1158,82,1172,73,H,0,31,61,7,21,13,17,9,27,14,8,6,6,20,23,57,9,20,18,25,11,24,15,11,5,3,18
2011,31,1177,86,1296,84,H,0,26,58,2,11,32,41,15,24,16,11,9,6,19,34,63,5,14,11,18,11,23,18,14,8,3,24
2011,31,1183,68,1398,67,H,0,28,61,4,14,8,10,15,18,20,9,11,1,12,22,44,11,21,12,18,7,20,16,16,5,4,12
2011,31,1192,78,1136,68,H,0,27,50,2,9,22,31,12,26,18,15,9,5,11,24,58,12,27,8,12,10,17,18,13,7,4,25
2011,31,1193,41,1366,39,A,0,13,47,2,11,13,25,14,21,9,20,10,2,20,15,39,3,15,6,18,12,26,11,23,5,9,23
2011,31,1216,58,1135,46,H,0,24,57,5,18,5,9,10,27,13,10,8,5,16,16,46,6,23,8,14,8,25,6,16,3,1,15
2011,31,1219,66,1205,64,H,0,22,49,3,10,19,29,6,24,9,14,11,6,27,21,53,0,15,22,34,16,26,3,19,7,1,23
2011,31,1236,76,1282,72,H,1,22,47,8,17,24,36,2,28,13,10,4,3,19,22,57,9,25,19,26,9,29,10,15,7,2,28
2011,31,1237,77,1147,69,H,0,26,58,7,21,18,22,13,21,18,10,5,7,14,26,57,8,16,9,17,13,21,17,12,6,4,18
2011,31,1239,70,1391,61,H,0,24,55,5,12,17,25,16,22,12,18,7,5,23,21,51,2,17,17,26,12,18,5,17,9,3,24
2011,31,1242,77,1417,76,H,0,28,55,5,11,16,30,10,22,16,15,10,5,18,28,58,6,14,14,22,12,25,13,19,7,3,25
2011,31,1245,69,1419,53,H,0,26,53,10,21,7,9,6,22,23,11,11,4,10,23,49,5,18,2,6,6,22,15,17,7,0,12
